date,temp_max,temp_avg,temp_min,dew_point_max,dew_point_avg,dew_point_min,humidity_max,humidity_avg,humidity_min,wind_max,wind_avg,wind_min
1/26/2012,38,36.1,33,36,28.9,0,93,78.6,57,12,6.7,0
1/27/2012,59,48.6,39,55,43.3,28,100,84.2,52,31,12.1,0
1/28/2012,45,42.5,39,31,24.4,12,60,49.5,28,30,12.2,3
1/29/2012,43,39.2,34,15,11.3,9,36,32.0,27,21,14.2,9
1/30/2012,40,37.0,35,21,13.2,8,52,38.3,29,23,15.2,7
1/31/2012,58,48.6,38,29,23.8,12,55,38.9,28,15,10.5,6
2/1/2012,63,55.8,50,40,33.5,0,66,45.9,38,23,14.5,8
2/2/2012,48,42.2,37,31,27.6,21,67,56.5,51,21,11.9,5
2/3/2012,44,38.0,32,21,17.5,15,55,44.2,32,23,13.7,6
2/4/2012,46,42.3,36,23,21.2,19,55,43.3,35,14,8.4,5
2/5/2012,40,36.0,33,20,17.3,15,56,47.0,38,15,8.2,0
2/6/2012,52,43.1,35,24,20.9,17,52,41.8,32,20,11.4,6
2/7/2012,47,43.8,40,27,24.6,22,53,46.9,41,17,11.6,3
2/8/2012,39,33.8,32,29,20.1,10,87,59.6,38,12,5.5,0
2/9/2012,47,38.4,33,28,20.7,13,82,52.5,25,18,11.2,7
2/10/2012,45,39.9,36,28,22.0,16,70,50.0,34,17,7.9,0
2/11/2012,38,35.3,33,31,27.4,18,89,74.7,48,20,7.2,0
2/12/2012,33,27.7,22,21,9.1,0,64,46.1,35,25,19.1,9
2/13/2012,44,36.7,29,16,13.0,10,51,38.8,26,21,15.7,10
2/14/2012,46,42.0,38,35,18.1,0,79,43.3,23,14,6.3,0
2/15/2012,45,42.1,39,37,34.7,29,93,76.0,60,14,6.6,0
2/16/2012,45,41.5,36,39,32.9,0,87,74.8,58,10,5.9,0
2/17/2012,50,45.6,42,43,31.3,0,93,63.9,32,20,10.9,3
2/18/2012,46,41.6,37,34,21.7,0,73,49.0,29,18,10.8,0
2/19/2012,44,39.4,35,26,20.8,17,62,48.3,35,14,8.8,0
2/20/2012,46,37.6,32,19,15.4,11,54,41.6,25,21,11.8,0
2/21/2012,47,41.0,32,36,24.0,0,68,54.5,40,25,9.9,0
2/22/2012,57,49.6,45,41,28.8,0,77,54.5,27,17,11.8,5
2/23/2012,58,50.5,45,41,31.7,24,80,51.1,31,24,10.8,0
2/24/2012,46,40.7,37,41,33.7,0,93,81.9,44,22,11.3,3
2/25/2012,45,41.0,35,24,18.6,10,55,41.0,31,29,24.5,17
2/26/2012,44,37.3,30,21,13.3,10,51,38.0,26,25,12.4,0
2/27/2012,54,46.3,36,35,26.7,0,62,49.6,35,20,11.6,3
2/28/2012,49,44.2,41,27,20.8,18,53,39.7,31,25,12.4,0
2/29/2012,43,40.3,37,38,31.6,19,93,73.7,45,20,11.2,6
3/1/2012,43,39.4,36,38,33.9,0,93,83.4,73,24,11.9,5
3/2/2012,43,38.1,33,38,29.9,25,87,72.4,67,18,10.9,5
3/3/2012,57,47.8,42,46,35.4,12,100,69.5,19,21,10.8,0
3/4/2012,45,41.4,37,24,18.7,16,55,40.7,34,20,11.8,5
3/5/2012,44,36.5,30,22,10.3,-2,57,35.0,23,24,15.1,7
3/6/2012,44,34.9,27,25,12.0,4,56,40.5,22,20,11.5,7
3/7/2012,62,48.9,38,41,29.5,0,66,51.3,25,17,9.6,5
3/8/2012,71,60.7,52,46,45.0,42,72,57.4,39,24,15.4,9
3/9/2012,63,44.8,38,46,23.2,0,77,46.7,28,36,16.4,10
3/10/2012,42,36.9,30,12,10.1,8,42,33.6,26,25,11.1,0
3/11/2012,60,48.4,37,27,20.9,15,47,34.4,24,16,11.6,6
3/12/2012,68,56.1,47,40,30.0,0,54,42.0,24,14,8.1,3
3/13/2012,74,61.7,53,53,48.7,41,83,63.6,45,14,8.8,5
3/14/2012,70,62.2,47,51,28.7,0,68,34.0,12,18,10.0,3
3/15/2012,51,45.7,44,40,38.9,37,85,77.4,63,14,9.6,6
3/16/2012,50,44.8,43,42,39.9,39,89,83.3,74,13,6.7,0
3/17/2012,59,50.0,43,45,42.0,40,93,75.2,56,13,6.0,0
3/18/2012,63,51.2,46,48,43.5,41,87,75.3,58,13,6.7,0
3/19/2012,70,60.9,52,53,47.7,39,80,63.8,40,16,8.8,3
3/20/2012,72,59.0,50,57,52.5,48,100,80.5,59,12,6.1,0
3/21/2012,65,56.9,53,56,53.4,51,96,88.1,73,12,6.9,3
3/22/2012,75,61.4,55,57,54.6,52,96,79.6,51,15,4.9,0
3/23/2012,74,64.8,58,56,47.8,33,87,56.4,31,13,6.2,0
3/24/2012,63,56.6,48,44,30.0,14,71,40.6,18,18,10.7,0
3/25/2012,50,47.7,46,41,38.8,36,77,71.0,63,16,10.4,0
3/26/2012,54,47.8,37,43,24.0,7,74,43.1,21,30,17.5,0
3/27/2012,52,42.0,32,16,2.9,-5,32,21.2,11,21,13.3,0
3/28/2012,68,55.9,46,47,29.6,0,60,39.7,22,17,11.4,6
3/29/2012,61,52.5,45,45,29.6,0,59,49.1,40,25,18.1,7
3/30/2012,57,46.9,42,34,23.2,15,61,41.1,21,20,10.9,0
3/31/2012,45,41.6,39,38,34.8,0,87,79.8,63,22,13.4,3
4/1/2012,52,46.9,43,45,36.4,0,87,70.3,48,16,4.8,0
4/2/2012,56,48.4,43,45,29.6,14,87,53.8,21,25,15.0,3
4/3/2012,63,52.8,43,23,18.0,12,40,26.9,15,17,11.2,3
4/4/2012,66,58.8,49,27,22.6,13,39,25.5,17,25,13.9,0
4/5/2012,57,49.9,44,27,24.3,21,49,37.6,25,20,10.8,5
4/6/2012,58,48.4,40,23,20.1,16,49,34.1,20,20,10.5,6
4/7/2012,60,51.7,44,24,17.9,12,37,27.4,16,22,14.4,9
4/8/2012,67,56.8,47,29,20.3,16,36,25.0,14,24,14.0,6
4/9/2012,64,57.6,51,28,18.5,13,38,23.1,14,32,20.5,12
4/10/2012,60,54.6,50,33,24.0,0,50,35.0,20,21,12.6,7
4/11/2012,52,48.4,44,33,22.6,0,63,48.8,34,18,11.5,5
4/12/2012,58,51.9,45,34,26.6,0,66,45.8,28,22,12.8,7
4/13/2012,65,55.3,47,38,25.7,0,66,37.9,18,15,6.4,0
4/14/2012,69,62.1,53,40,27.3,0,43,30.7,18,18,8.5,0
4/15/2012,77,69.3,60,53,48.4,34,64,48.1,30,16,8.0,0
4/16/2012,85,73.2,65,56,53.3,51,61,50.3,33,17,8.8,0
4/17/2012,78,71.9,63,55,38.4,27,53,32.0,15,20,12.2,7
4/18/2012,61,56.0,50,41,28.0,0,62,39.3,25,15,8.7,0
4/19/2012,67,56.8,50,47,43.6,41,74,62.4,40,14,6.7,0
4/20/2012,69,61.8,54,53,45.0,37,82,56.4,35,17,8.2,0
4/21/2012,70,61.1,57,55,54.0,52,89,78.0,55,22,9.1,0
4/22/2012,55,50.0,48,50,44.6,40,93,82.0,66,46,17.3,7
4/23/2012,55,51.3,46,52,44.5,33,94,78.8,61,32,15.2,8
4/24/2012,61,49.9,43,40,17.1,0,66,48.0,20,20,14.0,6
4/25/2012,60,54.9,48,37,29.3,22,55,38.3,24,16,8.9,0
4/26/2012,62,54.4,47,54,46.7,35,94,76.1,50,15,7.3,0
4/27/2012,57,49.9,44,54,29.5,0,89,51.6,35,29,20.3,6
4/28/2012,60,49.9,41,26,22.2,17,53,35.5,20,16,11.6,7
4/29/2012,63,54.8,46,30,19.2,11,46,26.8,15,21,11.7,5
4/30/2012,57,52.4,47,40,24.2,15,61,35.1,22,17,9.9,3
5/1/2012,67,57.8,52,54,49.7,41,90,75.4,59,14,8.5,0
5/2/2012,54,52.4,50,48,45.9,44,87,79.7,74,13,9.0,6
5/3/2012,59,54.4,51,52,49.1,46,89,82.9,75,10,6.2,0
5/4/2012,73,60.7,54,59,54.5,51,94,80.8,59,12,6.5,0
5/5/2012,63,56.6,54,54,52.6,51,94,86.3,72,12,7.7,0
5/6/2012,63,58.0,54,52,47.1,40,84,68.3,47,14,7.7,3
5/7/2012,63,57.6,53,47,43.0,39,75,58.9,43,15,8.9,3
5/8/2012,65,59.8,56,54,49.3,44,83,68.7,58,24,16.0,9
5/9/2012,67,63.2,59,63,59.3,54,94,87.1,81,13,6.3,0
5/10/2012,64,59.0,56,54,42.3,0,89,60.1,30,28,13.8,0
5/11/2012,70,61.0,52,37,28.8,0,53,34.9,21,20,13.6,5
5/12/2012,78,68.3,57,46,33.2,0,44,31.8,15,15,7.2,0
5/13/2012,80,73.0,66,56,47.0,41,55,40.2,26,17,9.6,5
5/14/2012,72,67.8,64,58,55.8,54,78,65.8,53,14,9.0,5
5/15/2012,65,63.4,61,61,58.6,54,94,84.6,70,17,10.0,0
5/16/2012,78,65.9,60,63,60.1,54,100,82.9,50,15,4.9,0
5/17/2012,72,64.6,55,52,37.0,0,60,39.5,25,18,8.5,0
5/18/2012,69,62.3,56,49,38.8,0,72,45.8,26,14,7.5,3
5/19/2012,78,66.3,57,46,41.5,36,67,42.0,24,13,5.3,0
5/20/2012,72,65.1,60,51,45.4,34,70,51.0,26,22,10.8,0
5/21/2012,61,59.9,57,58,55.9,51,94,87.1,70,21,13.1,6
5/22/2012,69,64.0,59,61,58.9,57,94,83.9,73,15,10.0,3
5/23/2012,73,68.2,64,63,61.1,60,88,78.3,64,12,6.4,0
5/24/2012,70,64.3,62,63,60.7,59,94,87.9,76,14,8.6,3
5/25/2012,72,64.8,60,65,60.7,57,100,87.0,73,13,9.6,5
5/26/2012,85,73.4,66,70,66.1,63,94,78.9,53,14,5.5,0
5/27/2012,82,73.8,68,68,61.6,54,90,66.8,45,17,5.3,0
5/28/2012,90,79.2,72,67,65.3,64,79,63.3,43,14,6.9,0
5/29/2012,89,81.4,71,69,66.4,60,84,61.2,48,20,10.4,0
5/30/2012,79,74.6,71,65,62.5,56,78,66.6,46,12,6.2,0
5/31/2012,80,73.4,67,66,53.6,46,90,53.4,30,15,8.7,0
6/1/2012,73,66.6,63,61,54.6,47,84,65.8,50,24,14.6,5
6/2/2012,76,68.2,64,67,58.7,47,100,75.5,38,21,12.1,0
6/3/2012,77,67.6,62,57,50.9,45,70,56.0,32,21,10.6,0
6/4/2012,65,59.6,55,56,51.2,45,89,74.1,54,20,12.4,7
6/5/2012,64,59.0,54,54,47.9,44,77,67.1,50,17,7.5,0
6/6/2012,71,64.5,58,56,52.1,48,83,65.5,45,12,4.5,0
6/7/2012,77,68.5,62,61,55.3,51,86,64.4,40,15,5.6,0
6/8/2012,82,73.6,64,57,54.2,48,75,52.8,30,13,6.0,0
6/9/2012,78,73.5,71,63,56.4,52,75,55.5,48,9,5.2,0
6/10/2012,81,73.9,69,65,63.3,61,81,69.8,54,13,6.7,0
6/11/2012,77,70.0,66,63,58.6,47,88,69.0,34,17,9.6,3
6/12/2012,73,68.2,64,67,64.4,61,100,87.8,73,21,11.3,6
6/13/2012,70,66.8,64,66,64.2,64,100,92.2,83,17,10.4,0
6/14/2012,76,68.9,64,64,60.0,57,100,74.2,54,18,9.9,3
6/15/2012,79,70.1,64,57,52.7,46,78,56.0,36,14,7.2,0
6/16/2012,78,69.2,64,57,53.8,46,78,59.9,32,15,8.2,0
6/17/2012,69,64.8,61,57,54.9,53,80,70.5,61,12,8.5,5
6/18/2012,70,63.9,59,56,53.6,51,78,69.7,57,12,7.6,3
6/19/2012,76,69.7,64,66,61.0,57,83,73.8,63,14,9.4,6
6/20/2012,98,85.7,72,70,68.8,66,84,59.4,39,16,7.3,0
6/21/2012,97,89.0,80,70,67.0,64,71,49.3,34,16,10.1,6
6/22/2012,91,79.5,71,73,68.8,64,94,71.6,43,18,8.6,0
6/23/2012,84,76.2,70,70,62.4,54,97,66.5,35,15,7.3,0
6/24/2012,85,76.6,71,65,57.8,50,76,53.5,32,15,5.9,0
6/25/2012,75,69.4,64,71,63.2,53,94,80.7,64,20,9.1,0
6/26/2012,73,67.3,61,53,50.3,47,67,55.0,42,23,16.6,10
6/27/2012,82,74.9,67,53,49.0,45,53,40.6,30,22,14.4,7
6/28/2012,91,81.4,71,60,55.0,52,55,41.0,30,14,10.7,6
6/29/2012,97,86.1,73,70,65.8,59,88,52.6,35,14,9.0,0
6/30/2012,96,87.6,81,68,59.3,52,58,40.0,24,18,10.4,0
7/1/2012,96,86.2,78,64,62.6,56,60,46.0,32,18,9.1,0
7/2/2012,87,81.3,74,58,55.7,53,57,41.8,32,15,9.1,0
7/3/2012,91,81.6,74,67,60.3,55,64,49.5,29,16,9.3,5
7/4/2012,94,85.3,73,70,66.3,63,82,54.3,38,16,10.0,5
7/5/2012,94,86.2,80,72,65.2,50,74,51.7,24,15,9.3,3
7/6/2012,92,82.2,74,69,64.8,58,76,57.1,35,14,7.3,0
7/7/2012,95,86.4,81,70,66.9,62,70,53.0,35,18,8.2,3
7/8/2012,92,81.8,75,73,65.8,56,91,61.4,30,13,5.9,0
7/9/2012,85,78.5,74,61,57.3,54,58,48.5,34,14,9.4,3
7/10/2012,85,77.7,72,67,59.0,52,76,53.7,37,14,8.9,5
7/11/2012,85,77.7,72,70,64.0,56,91,64.4,41,15,7.4,0
7/12/2012,88,79.3,73,65,61.3,55,76,55.4,35,16,7.3,0
7/13/2012,88,81.2,76,69,62.8,57,69,54.0,41,14,7.6,0
7/14/2012,85,80.6,75,69,63.0,59,69,55.5,41,15,8.9,0
7/15/2012,89,80.5,75,74,70.5,65,94,71.8,57,15,8.1,3
7/16/2012,91,82.5,74,69,67.1,63,85,61.7,39,15,9.3,0
7/17/2012,97,88.3,77,67,63.7,60,66,45.4,31,20,10.9,0
7/18/2012,100,85.6,74,75,70.7,67,94,64.3,35,23,10.3,0
7/19/2012,78,74.4,72,73,65.1,60,91,72.8,64,18,9.4,0
7/20/2012,73,66.7,63,67,62.9,61,100,87.3,76,22,12.5,6
7/21/2012,77,70.0,64,62,59.1,51,90,70.1,43,12,7.9,3
7/22/2012,82,75.3,70,65,59.9,55,76,59.6,39,16,7.1,0
7/23/2012,86,78.9,73,75,70.0,63,89,74.6,61,17,8.8,0
7/24/2012,92,83.5,77,71,66.8,60,82,59.0,36,22,12.2,8
7/25/2012,85,78.3,71,63,53.5,51,56,42.9,32,16,10.7,0
7/26/2012,92,79.2,73,72,66.8,57,94,67.3,47,33,12.7,6
7/27/2012,90,82.1,75,70,68.7,66,84,65.2,45,14,8.0,3
7/28/2012,81,73.0,70,73,70.3,66,100,91.2,67,17,10.7,3
7/29/2012,79,73.7,70,68,65.8,64,90,76.8,60,12,7.7,3
7/30/2012,80,73.5,69,68,65.1,64,88,75.5,60,14,8.2,3
7/31/2012,78,73.9,71,67,65.3,64,81,74.8,64,14,9.2,6
8/1/2012,81,75.1,73,73,69.5,66,94,82.4,69,13,6.7,0
8/2/2012,89,80.5,73,73,69.3,64,91,70.1,45,20,6.3,0
8/3/2012,92,83.8,78,74,71.3,66,84,66.7,45,13,7.7,0
8/4/2012,89,82.7,78,75,72.3,65,85,71.9,45,16,9.6,5
8/5/2012,90,82.4,75,75,73.7,70,89,75.8,61,23,11.5,6
8/6/2012,87,79.9,75,73,64.9,56,94,63.5,35,17,10.2,5
8/7/2012,82,77.3,71,66,60.4,56,69,56.5,42,13,7.3,3
8/8/2012,87,80.0,75,74,69.8,65,87,72.3,48,12,6.0,0
8/9/2012,88,81.5,76,74,71.0,65,90,72.1,48,15,8.3,3
8/10/2012,83,78.8,73,75,72.6,69,90,81.7,67,15,9.3,5
8/11/2012,88,80.9,77,74,72.0,69,88,75.0,57,16,9.9,3
8/12/2012,88,80.5,75,72,63.8,58,83,58.7,37,15,8.0,0
8/13/2012,86,79.4,72,61,58.8,55,68,50.7,37,13,9.2,3
8/14/2012,79,78.0,76,73,66.1,58,83,67.3,50,14,7.0,0
8/15/2012,79,74.6,71,72,68.9,65,93,82.4,71,24,8.1,0
8/16/2012,85,77.5,70,70,62.3,55,97,62.8,37,13,7.2,0
8/17/2012,89,80.6,73,70,63.7,57,79,57.1,40,17,8.0,0
8/18/2012,80,71.2,66,65,60.2,50,90,70.4,40,17,8.7,0
8/19/2012,75,71.6,66,57,53.3,49,64,52.8,41,8,4.0,0
8/20/2012,79,73.9,68,61,58.3,54,76,58.9,42,10,5.7,3
8/21/2012,82,75.2,69,62,58.9,52,73,58.0,35,10,6.5,0
8/22/2012,82,76.5,72,66,62.0,58,81,61.8,44,17,6.2,0
8/23/2012,84,77.9,73,66,63.0,59,76,61.1,42,12,6.0,0
8/24/2012,86,78.9,73,67,62.8,55,76,59.2,36,10,5.7,0
8/25/2012,82,76.6,72,72,66.7,59,93,72.4,45,16,8.4,0
8/26/2012,82,74.5,70,66,64.4,62,84,71.4,51,13,9.5,6
8/27/2012,81,76.0,72,74,69.5,65,94,80.7,62,26,9.0,3
8/28/2012,87,79.9,75,73,66.9,58,94,67.4,40,18,12.8,7
8/29/2012,80,74.3,68,60,53.1,49,68,48.6,36,15,8.4,0
8/30/2012,85,76.2,67,57,50.9,41,68,43.4,22,10,7.0,0
8/31/2012,93,83.1,73,62,57.5,53,68,43.4,26,15,10.3,3
9/1/2012,88,81.4,75,70,64.9,60,83,58.1,44,16,11.1,6
9/2/2012,80,75.7,72,70,67.3,65,84,75.2,62,12,7.7,3
9/3/2012,79,74.3,72,72,65.6,60,94,74.7,52,15,10.8,6
9/4/2012,80,75.2,72,76,71.9,67,96,89.5,76,16,7.9,0
9/5/2012,84,78.7,76,75,71.0,64,90,77.8,58,18,9.3,0
9/6/2012,81,75.6,73,69,66.8,64,87,74.4,56,10,6.1,3
9/7/2012,86,79.7,74,72,69.4,66,85,71.2,58,18,7.7,0
9/8/2012,83,76.0,68,75,70.0,60,94,81.7,61,28,14.0,7
9/9/2012,78,71.0,66,61,56.1,50,83,61.4,37,13,8.0,5
9/10/2012,73,66.8,61,58,48.9,43,73,54.1,38,21,13.4,9
9/11/2012,74,65.9,59,54,44.7,39,62,47.6,31,10,6.3,0
9/12/2012,80,71.3,64,56,52.7,49,67,53.1,34,13,6.4,0
9/13/2012,79,72.0,66,61,57.1,53,73,60.3,43,14,7.7,3
9/14/2012,79,72.2,66,62,59.3,55,79,65.1,44,17,9.0,3
9/15/2012,73,68.5,62,61,51.9,47,81,56.4,42,24,13.4,7
9/16/2012,74,68.3,61,50,48.2,45,68,49.6,35,12,8.1,5
9/17/2012,77,70.0,63,59,50.6,47,68,50.9,34,15,6.3,0
9/18/2012,76,72.2,69,71,67.7,61,97,86.1,70,31,16.6,7
9/19/2012,70,66.4,62,67,50.8,41,93,60.0,35,26,13.1,6
9/20/2012,69,63.2,58,56,51.9,45,75,66.9,55,15,9.7,5
9/21/2012,72,66.3,62,57,54.4,52,78,66.3,49,12,7.6,3
9/22/2012,76,68.9,61,67,61.6,57,90,78.1,59,24,10.9,0
9/23/2012,69,64.6,58,59,46.2,41,73,52.7,37,23,11.9,6
9/24/2012,67,62.0,57,45,39.7,34,64,45.4,30,15,8.5,0
9/25/2012,74,65.0,57,55,46.8,41,64,52.5,38,18,10.6,0
9/26/2012,76,70.4,66,63,58.8,55,73,66.8,58,15,9.8,3
9/27/2012,75,70.8,67,63,60.5,57,87,70.2,57,12,6.6,0
9/28/2012,70,66.5,62,65,63.3,59,100,89.7,81,16,10.2,3
9/29/2012,65,61.7,59,58,55.5,53,94,80.5,67,9,6.1,0
9/30/2012,68,61.3,57,55,52.1,44,94,73.5,45,14,7.4,5
10/1/2012,72,64.4,56,52,46.9,45,69,54.0,41,16,11.5,0
10/2/2012,70,65.1,63,65,59.1,48,100,83.1,52,14,8.1,0
10/3/2012,73,67.3,64,68,66.2,64,100,96.8,84,9,5.5,0
10/4/2012,74,70.8,68,70,67.9,65,100,91.0,78,10,3.6,0
10/5/2012,80,71.7,66,65,58.9,54,90,66.0,40,9,5.7,0
10/6/2012,78,67.6,57,59,54.8,44,78,64.0,52,21,13.4,7
10/7/2012,57,53.2,50,47,42.1,36,86,67.0,51,13,7.1,0
10/8/2012,56,52.3,48,45,41.6,39,82,67.5,55,13,6.7,0
10/9/2012,59,56.1,52,55,50.5,44,94,82.2,69,17,11.3,7
10/10/2012,69,59.2,54,58,52.6,40,100,81.1,48,24,12.1,6
10/11/2012,61,55.0,50,40,28.4,0,59,45.9,31,17,11.7,5
10/12/2012,57,51.8,46,41,35.1,0,66,56.4,44,21,14.4,8
10/13/2012,54,48.5,42,41,26.8,0,62,46.4,30,16,7.7,0
10/14/2012,72,62.3,54,56,49.6,42,75,64.0,44,17,12.7,9
10/15/2012,73,66.5,62,63,58.6,53,94,76.0,61,15,10.2,6
10/16/2012,61,56.2,52,52,39.9,35,72,55.2,44,23,14.9,7
10/17/2012,62,54.5,48,47,40.4,37,74,59.9,41,8,5.5,3
10/18/2012,66,60.1,51,57,50.6,45,86,71.6,54,15,8.0,0
10/19/2012,68,65.1,63,65,63.0,57,100,92.8,77,22,12.4,6
10/20/2012,71,63.0,59,64,54.8,38,100,78.5,38,17,7.9,0
10/21/2012,65,59.4,53,43,40.1,37,67,50.0,37,18,12.5,7
10/22/2012,69,61.9,54,45,42.3,39,64,49.4,37,17,12.4,6
10/23/2012,66,60.8,59,55,48.6,43,87,65.0,50,7,4.2,0
10/24/2012,59,57.9,57,56,54.0,52,94,86.9,77,13,8.7,5
10/25/2012,63,59.3,56,54,51.1,49,83,74.6,65,9,6.3,3
10/26/2012,66,62.7,59,56,54.9,52,86,75.6,68,9,4.2,0
10/27/2012,65,62.6,60,59,55.5,51,90,77.9,65,15,9.1,3
10/28/2012,60,58.5,57,54,49.2,44,81,71.5,60,30,21.3,15
10/29/2012,63,59.1,55,61,54.2,46,94,83.9,72,56,34.3,17
10/30/2012,60,56.0,53,56,46.3,41,91,70.4,60,30,18.0,6
10/31/2012,55,50.1,46,40,37.4,35,70,61.8,52,14,10.2,6
11/1/2012,53,47.7,42,40,36.8,35,76,66.1,54,17,12.3,9
11/2/2012,53,49.0,45,40,32.9,0,82,60.7,47,22,14.2,9
11/3/2012,51,46.4,43,37,28.5,0,76,62.3,48,25,18.8,13
11/4/2012,51,45.4,42,36,30.6,0,79,60.2,45,17,12.9,8
11/5/2012,46,41.8,37,30,25.7,21,63,53.4,44,18,11.7,8
11/6/2012,43,38.6,35,27,20.3,17,60,48.3,38,13,9.3,6
11/7/2012,43,36.6,33,39,32.5,24,100,86.7,55,29,20.5,14
11/8/2012,49,42.0,35,34,26.0,0,96,57.2,46,23,16.6,10
11/9/2012,54,46.3,39,36,29.2,24,63,52.1,38,20,14.0,5
11/10/2012,54,50.5,46,45,39.8,34,80,66.9,59,10,4.7,0
11/11/2012,63,54.8,46,52,49.0,44,96,81.6,60,12,5.6,0
11/12/2012,65,57.6,48,59,55.1,48,100,92.2,72,21,9.3,0
11/13/2012,59,49.5,41,58,42.4,0,100,79.5,56,25,12.6,6
11/14/2012,48,43.0,39,29,26.7,25,63,52.9,46,16,10.6,6
11/15/2012,45,41.6,37,30,25.8,0,68,56.9,49,15,8.4,0
11/16/2012,47,42.6,39,29,27.1,25,65,54.3,47,13,8.0,6
11/17/2012,52,45.8,40,34,22.1,0,68,54.6,44,14,7.7,0
11/18/2012,48,44.4,39,37,31.7,0,76,67.8,62,13,9.0,5
11/19/2012,48,44.1,39,40,36.3,33,87,73.9,66,14,8.2,0
11/20/2012,49,45.3,41,39,30.1,0,79,66.0,52,12,6.5,3
11/21/2012,53,47.7,43,39,30.7,0,76,58.3,41,12,6.9,3
11/22/2012,53,47.8,43,43,39.2,35,86,72.7,59,8,4.4,0
11/23/2012,54,49.3,42,48,43.3,39,97,80.9,57,14,7.0,0
11/24/2012,52,42.9,37,42,23.6,18,69,47.0,40,30,19.4,13
11/25/2012,41,38.3,36,22,20.3,16,53,48.6,43,25,15.9,12
11/26/2012,49,43.8,39,24,21.8,20,50,42.1,33,16,9.1,0
11/27/2012,42,38.5,35,36,32.6,23,97,80.8,47,15,8.7,0
11/28/2012,42,38.6,37,31,26.0,22,79,61.6,49,16,10.5,6
11/29/2012,44,41.1,37,27,23.2,20,56,49.2,40,17,13.1,9
11/30/2012,46,42.6,39,36,25.0,0,77,59.6,45,17,8.7,0
12/1/2012,41,39.5,37,40,33.3,0,96,86.5,79,18,14.8,7
12/2/2012,52,46.4,42,48,43.7,39,100,90.6,76,9,5.6,0
12/3/2012,60,53.7,47,49,45.9,43,93,75.9,55,15,5.9,0
12/4/2012,60,52.2,46,54,49.9,44,100,91.9,78,14,7.2,0
12/5/2012,58,49.6,36,52,34.8,0,88,64.1,45,25,15.7,7
12/6/2012,41,36.6,32,22,17.6,15,57,46.8,36,15,8.2,0
12/7/2012,47,42.6,37,44,34.1,0,90,75.0,52,10,4.9,0
12/8/2012,52,47.6,44,47,44.9,43,97,90.6,82,8,4.5,0
12/9/2012,51,45.9,44,48,40.7,33,93,82.9,65,14,10.1,3
12/10/2012,61,53.3,45,57,51.2,43,100,92.9,83,13,5.5,0
12/11/2012,59,46.9,42,55,35.2,26,88,65.0,48,23,11.6,3
12/12/2012,45,41.4,39,25,23.2,21,55,48.5,39,12,6.6,0
12/13/2012,46,41.7,39,29,24.5,23,65,50.8,40,10,4.9,0
12/14/2012,50,44.0,37,27,24.2,21,62,46.6,32,13,8.6,5
12/15/2012,47,43.5,40,31,27.6,0,68,57.0,47,10,6.6,3
12/16/2012,48,45.4,43,43,40.3,33,93,82.7,65,20,13.1,6
12/17/2012,44,42.5,41,43,39.8,37,100,90.3,81,22,13.5,8
12/18/2012,55,47.6,44,45,41.3,0,97,81.7,58,25,12.5,0
12/19/2012,48,44.3,41,31,25.4,0,63,53.2,46,24,18.7,12
12/20/2012,48,42.0,37,43,29.2,0,82,64.0,53,15,8.6,5
12/21/2012,60,48.4,37,54,39.5,0,94,74.3,53,33,21.6,13
12/22/2012,39,37.9,37,30,23.7,18,76,57.8,43,29,20.4,12
12/23/2012,43,40.0,37,22,19.6,12,54,44.8,28,15,11.5,5
12/24/2012,39,36.7,34,34,22.0,0,93,65.3,46,12,7.7,0
12/25/2012,43,37.7,33,36,28.9,0,93,77.6,60,16,10.8,6
12/26/2012,42,34.5,29,38,26.3,0,93,78.6,64,35,20.8,7
12/27/2012,41,37.9,32,38,30.9,0,93,78.7,61,37,23.7,14
12/28/2012,38,33.9,32,24,22.0,19,69,61.6,54,22,14.0,0
12/29/2012,36,33.5,32,34,25.6,0,93,81.4,66,20,12.0,3
12/30/2012,36,32.8,30,25,17.5,14,70,54.2,42,33,23.3,15
12/31/2012,40,35.0,30,21,17.7,12,59,49.7,43,20,13.5,10
1/1/2011,51,45.1,39,41,32.9,0,79,66.2,50,10,5.6,0
1/2/2011,52,46.4,38,45,37.8,0,93,76.1,50,20,5.6,0
1/3/2011,38,34.1,30,19,13.1,11,50,42.4,34,28,16.6,7
1/4/2011,42,37.3,32,20,16.4,13,48,43.0,34,14,9.6,6
1/5/2011,41,37.1,32,22,17.3,13,57,45.4,32,18,12.2,6
1/6/2011,34,31.7,29,17,15.9,13,58,52.4,45,7,4.0,0
1/7/2011,37,33.5,29,31,25.5,17,89,73.3,54,13,7.9,3
1/8/2011,32,29.6,27,23,20.0,16,75,67.7,52,16,9.0,0
1/9/2011,34,31.0,29,19,14.5,12,64,50.8,40,25,21.1,15
1/10/2011,36,31.1,27,18,14.5,12,59,50.5,43,20,14.8,9
1/11/2011,31,28.6,26,27,19.6,16,86,69.0,57,13,8.7,5
1/12/2011,34,29.0,27,24,19.0,12,86,67.8,51,23,17.5,12
1/13/2011,32,27.1,21,14,11.7,7,58,52.5,43,22,16.6,12
1/14/2011,32,25.8,21,13,10.6,8,63,53.0,44,13,9.4,0
1/15/2011,39,32.8,25,26,17.8,12,62,54.2,48,15,8.4,0
1/16/2011,39,34.2,28,21,13.4,8,52,42.8,35,22,13.3,8
